,file_names,viable,nonviable,empty,total,viability_ratio,avg_segm_sizes,avg_bbox_sizes,set
207,346.jpg,9,114,39,162,0.0555555555555555,40.29585304384143,54.35939998442465,train
208,348.jpg,1,96,13,110,0.009090909090909,37.98638633534627,46.51638004754103,train
209,349.jpg,0,60,9,69,0.0,37.21874433279749,46.6948306421134,train
210,351.jpg,0,57,156,213,0.0,39.24583375514082,72.00097554112192,train
211,352.jpg,0,37,190,227,0.0,39.56615463943319,76.39732008296518,train
212,353.jpg,4,76,147,227,0.0176211453744493,40.5998095821363,66.36964625861276,train
213,355.jpg,0,108,10,118,0.0,35.11903006145852,42.76180552624511,train
214,358.jpg,0,126,5,131,0.0,41.88084790202279,56.01533987010485,train
215,360.jpg,0,31,1,32,0.0,78.64779680440832,114.3558177083702,train
216,361.jpg,1,75,1,77,0.0129870129870129,82.84596704242642,118.84081885435673,train
217,364.jpg,0,35,17,52,0.0,139.60891595604872,256.58472285372545,train
218,365.jpg,0,28,11,39,0.0,142.3815960314448,257.5696056533268,train
219,366.jpg,0,41,20,61,0.0,144.22304871672745,272.4834605598816,train
220,367.jpg,0,79,31,110,0.0,60.64769646003953,99.47501899289269,train
221,370.jpg,0,103,4,107,0.0,66.19214984372829,109.35356662089389,train
222,372.jpg,0,126,8,134,0.0,66.61692728668446,113.47023073995707,train
223,373.jpg,0,8,0,8,0.0,40.06043894854374,58.15292060593346,train
224,374.jpg,0,134,12,146,0.0,41.45274253943996,53.96596006007378,train
225,375.jpg,0,8,0,8,0.0,40.06043894854374,58.15292060593346,train
226,379.jpg,7,28,4,39,0.1794871794871795,83.65260046228427,111.36155139097664,train
227,385.jpg,58,32,3,93,0.6236559139784946,84.55462000057041,116.2619752185573,train
228,386.jpg,0,76,52,128,0.0,84.69859716730483,121.85742508537383,train
229,388.jpg,0,100,32,132,0.0,80.70593627250238,122.3258360523609,train
230,390.jpg,34,87,2,123,0.2764227642276423,79.01713486090226,103.60004708540224,train
231,393.jpg,4,84,2,90,0.0444444444444444,82.05423645031647,108.92961897482246,train
232,395.jpg,0,217,4,221,0.0,40.31488906211324,53.568924684514656,train
233,396.jpg,5,147,46,198,0.0252525252525252,38.89944296685125,49.921602735659135,train
234,397.jpg,3,199,1,203,0.0147783251231527,37.74394224060424,48.210494524180206,train
235,398.jpg,1,220,1,222,0.0045045045045045,38.53420967549893,48.745651688725616,train
236,399.jpg,0,204,0,204,0.0,37.95953728100799,47.70302329383903,train
237,400.jpg,1,12,4,17,0.0588235294117647,192.03380194183345,438.9289413480743,train
238,401.jpg,2,12,14,28,0.0714285714285714,167.75889054575575,349.5308667138201,train
239,403.jpg,2,14,5,21,0.0952380952380952,199.6730729157516,426.9775008012439,train
240,404.jpg,1,15,12,28,0.0357142857142857,182.185348423953,373.37433485521126,train
241,406.jpg,1,19,0,20,0.05,80.45775288932695,113.57552553257236,train
242,408.jpg,107,52,10,169,0.6331360946745562,81.0877340989485,111.40499601047826,train
243,409.jpg,4,66,1,71,0.056338028169014,87.59486203499368,126.86882942741173,train
244,411.jpg,0,111,0,111,0.0,87.62980256338193,123.02394881478152,train
245,414.jpg,32,93,10,135,0.237037037037037,55.28002787156933,69.52133698582253,train
246,415.jpg,50,57,5,112,0.4464285714285714,54.44606222642998,68.74249805173548,train
247,416.jpg,1,143,3,147,0.0068027210884353,64.01917113747453,82.98498053598507,train
248,417.jpg,0,65,39,104,0.0,55.517212334415845,99.16041781647786,train
249,418.jpg,0,53,60,113,0.0,54.5119346354458,98.6228576603687,train
250,420.jpg,0,198,38,236,0.0,47.19082384634338,67.67164978277117,train
251,421.jpg,52,232,24,308,0.1688311688311688,45.400688150929184,56.93639739263408,train
252,423.jpg,4,247,19,270,0.0148148148148148,48.17955549585095,64.40421915383195,train
253,426.jpg,0,189,4,193,0.0,34.75119974817882,42.15798748527128,train
254,427.jpg,0,161,10,171,0.0,39.3579267338058,51.2654290111368,train
255,428.jpg,1,221,12,234,0.0042735042735042,40.10233141122078,52.3999153413226,train
256,431.jpg,3,57,24,84,0.0357142857142857,41.82453426718183,55.35065707013096,train
257,434.jpg,2,111,1,114,0.0175438596491228,42.73522726185983,56.07584932208323,train
258,435.jpg,0,140,5,145,0.0,46.00377632550286,65.0407623380695,train
259,436.jpg,9,52,20,81,0.1111111111111111,40.727866063348735,52.24727531439106,train
260,438.jpg,0,73,5,78,0.0,41.425985357267166,60.49017026524184,train
261,439.jpg,8,9,49,66,0.1212121212121212,99.00365934850056,122.77029574236052,train
262,440.jpg,3,18,71,92,0.0326086956521739,98.48017728423716,123.51828439722914,train
263,441.jpg,1,14,27,42,0.0238095238095238,107.9009879141852,132.10950646194635,train
264,442.jpg,1,34,100,135,0.0074074074074074,106.8902411129528,132.99357676775776,train
265,445.jpg,0,100,8,108,0.0,35.158993370328666,40.66427588600753,train
266,446.jpg,3,148,11,162,0.0185185185185185,34.185947585896734,39.3653353806319,train
267,447.jpg,2,27,19,48,0.0416666666666666,140.03850400946283,196.7169970943877,train
268,448.jpg,29,8,14,51,0.5686274509803921,133.7775773292312,186.2316225964376,train
269,449.jpg,41,7,17,65,0.6307692307692307,136.33021111088496,198.6206864274793,train
270,450.jpg,7,44,17,68,0.1029411764705882,132.9188145431595,191.24923909114295,train
271,451.jpg,2,22,9,33,0.0606060606060606,146.46985827062912,225.2993188734677,train
272,453.jpg,0,154,0,154,0.0,86.7916429598054,122.72163940895176,train
273,460.jpg,18,23,0,41,0.4390243902439024,42.85288646110995,56.144869235428935,train
274,461.jpg,0,63,0,63,0.0,45.679527212408914,64.13490989053206,train
275,462.jpg,0,28,0,28,0.0,43.261249569166566,59.68099721495468,train
276,463.jpg,16,14,0,30,0.5333333333333333,43.573118624522,60.23979858310728,train
277,465.jpg,0,30,0,30,0.0,47.73311219688069,68.34203196666992,train
278,471.jpg,0,641,26,667,0.0,26.189049259651213,32.70847584654317,train
279,473.jpg,0,128,7,135,0.0,40.43853168928349,51.9335122090772,train
280,476.jpg,3,246,13,262,0.0114503816793893,42.87034075678724,56.38761065264696,train
281,477.jpg,0,72,125,197,0.0,42.41551770439658,56.06945589413152,train
282,478.jpg,35,382,38,455,0.0769230769230769,30.917561423818736,36.97045746639775,train
283,480.jpg,2,250,7,259,0.0077220077220077,30.196374338089388,35.65840508606426,train
284,484.jpg,0,199,23,222,0.0,38.76861170881449,49.19225940262487,train
285,485.jpg,1,96,2,99,0.0101010101010101,40.56502716365267,50.969050135520206,train
286,486.jpg,0,75,20,95,0.0,37.76861688032316,44.71853495387626,train
287,487.jpg,3,53,20,76,0.0394736842105263,37.1213958023643,44.1534852889089,train
288,488.jpg,0,129,2,131,0.0,44.96592032259559,66.97178840936004,train
289,490.jpg,2,119,1,122,0.0163934426229508,46.02086803030007,63.764680726846905,train
290,492.jpg,1,200,8,209,0.0047846889952153,57.37567713373869,77.77026877453335,train
291,495.jpg,0,69,9,78,0.0,47.82829948943704,72.28463586441647,train
292,497.jpg,8,95,9,112,0.0714285714285714,44.10872119790241,58.775656252032974,train
293,499.jpg,7,121,13,141,0.0496453900709219,40.39249456299124,49.35351561485868,train
294,500.jpg,8,137,16,161,0.0496894409937888,40.2695197836091,48.389177990371465,train
295,502.jpg,42,102,10,154,0.2727272727272727,47.95474858330832,60.55443297230519,train
296,503.jpg,126,37,17,180,0.7,48.54053313125708,60.53185229924637,train
297,506.jpg,48,129,14,191,0.2513089005235602,53.41039981480165,70.53701917306961,train
298,507.jpg,50,142,18,210,0.238095238095238,48.984790326522095,61.56643945094329,train
299,508.jpg,197,65,22,284,0.6936619718309859,48.0701528596561,61.31743922833965,train
300,509.jpg,62,193,19,274,0.2262773722627737,50.48098997729336,68.28016097287521,train
301,510.jpg,0,63,8,71,0.0,54.44154152540109,97.36848276839748,train
302,511.jpg,0,53,1,54,0.0,55.3799130501705,113.96479505954008,train
303,512.jpg,0,53,9,62,0.0,57.42215597462528,104.32607642665684,train
304,513.jpg,26,155,6,187,0.1390374331550802,43.48318133590168,64.60327463513663,train
305,517.jpg,19,37,1,57,0.3333333333333333,43.37355717808608,57.98385095808854,train
306,518.jpg,76,60,11,147,0.5170068027210885,43.19428620250852,58.686998641298814,train
307,520.jpg,39,80,2,121,0.3223140495867768,42.614301895408985,57.883178868024935,train
308,521.jpg,1,409,53,463,0.0021598272138228,44.78831588417699,61.12705477163115,train
309,522.jpg,0,490,37,527,0.0,49.06099290340475,72.54551669407192,train
0,007.jpg,0,90,4,94,0.0,48.20325704101023,59.55723869397459,test
1,012.jpg,0,31,7,38,0.0,69.40718527948711,104.29533092440704,test
2,022.jpg,0,27,3,30,0.0,59.78126796915569,81.00452662248779,test
3,023.jpg,0,40,8,48,0.0,54.41210419872892,78.11556609707611,test
4,042.jpg,0,46,2,48,0.0,45.92626109682056,62.0017640878064,test
5,045.jpg,3,14,4,21,0.1428571428571428,79.57566031322463,122.806080196924,test
6,049.jpg,2,17,1,20,0.1,74.35287486035762,107.74646165884056,test
7,050.jpg,1,17,2,20,0.05,77.39718987146756,117.80534792614468,test
8,052.jpg,4,22,2,28,0.1428571428571428,75.80685042546334,105.20795733077554,test
9,053.jpg,4,17,2,23,0.1739130434782608,78.37812472101261,113.90556729532392,test
10,082.jpg,0,252,18,270,0.0,40.218887591206126,48.53750769593896,test
11,084.jpg,0,64,4,68,0.0,38.91057810204436,45.99568394074025,test
12,086.jpg,0,221,89,310,0.0,31.63103074717977,40.50857385948106,test
13,087.jpg,0,148,9,157,0.0,33.899233405457814,42.05126534597327,test
14,097.jpg,0,85,0,85,0.0,69.65260164475087,125.16377990927114,test
15,102.jpg,0,110,1,111,0.0,44.83096775466508,63.091715301136325,test
16,103.jpg,0,123,0,123,0.0,45.66757104469156,66.30300769398242,test
17,105.jpg,0,45,0,45,0.0,60.8871451494028,87.10300415791257,test
18,109.jpg,0,95,2,97,0.0,59.53057431564486,86.64288597872101,test
19,112.jpg,0,183,2,185,0.0,45.643650279209815,57.700522270342326,test
20,115.jpg,0,152,0,152,0.0,47.12262314262764,62.39133342734474,test
21,125.jpg,0,34,42,76,0.0,84.38332687956287,149.79297116529307,test
22,126.jpg,0,9,11,20,0.0,78.24001533742181,133.94177839643612,test
23,130.jpg,0,13,24,37,0.0,63.47971052744844,110.86076000149065,test
24,135.jpg,31,31,7,69,0.4492753623188406,38.39745896634911,46.01124311245702,test
25,140.jpg,8,35,1,44,0.1818181818181818,35.97852895067481,43.733438423746605,test
26,141.jpg,38,157,11,206,0.1844660194174757,35.244877407860926,42.32751578149856,test
27,142.jpg,19,161,7,187,0.1016042780748663,38.16720181147221,45.4470368129784,test
28,149.jpg,0,108,9,117,0.0,35.58287545492952,46.79168236408624,test
29,150.jpg,0,84,2,86,0.0,37.785810059603925,47.29840943291562,test
30,153.jpg,0,3,1,4,0.0,46.285013773358656,59.73294735738393,test
31,156.jpg,0,21,2,23,0.0,40.473509855212704,59.60326807497548,test
32,157.jpg,1,15,3,19,0.0526315789473684,86.41086980844847,124.1018639327345,test
33,159.jpg,12,84,6,102,0.1176470588235294,90.2996922019378,127.09952484445516,test
34,164.jpg,2,9,0,11,0.1818181818181818,102.1096313683573,138.52141285080015,test
35,170.jpg,0,15,7,22,0.0,113.21153972662296,240.46733476900576,test
36,172.jpg,0,11,4,15,0.0,114.39353419956336,239.5223023714772,test
37,175.jpg,0,24,0,24,0.0,96.20074497286043,139.48476619330157,test
38,179.jpg,0,30,0,30,0.0,99.30659175838564,140.85859339540963,test
39,180.jpg,3,45,2,50,0.06,85.03634517075625,116.53111172558168,test
40,190.jpg,0,133,0,133,0.0,37.5149674390754,48.775598638626576,test
